transcript	CDS_start
Y113G7B.18b.3	20267229
Y113G7B.18b.2	20267229
Y113G7B.18b.1	20267229
C55B7.9a.1	6493831
C55B7.9a.2	6493831
C55B7.9a.3	6493831
C55B7.9b.1	6493553
C55B7.9b.2	6493553
Y71H2B.6.1	2598061
Y104H12D.1b.1	1190937
Y104H12D.1a.1	1187817
C24H11.6.1	11775116
ZK970.3.1	10301247
T18H9.6.1	9213651
W01A8.1a.2	7057208
W01A8.1a.1	7057208
W01A8.1b.2	7057208
W01A8.1b.3	7057208
W01A8.1c.1	7057208
W01A8.1c.2	7057208
W01A8.1b.1	7057208
K08E3.8.1	13773470
F32H2.2b.2	8966130
F32H2.2c.1	8966308
F32H2.2b.1	8966130
F32H2.2a.2	8966314
F32H2.2a.1	8966314
F32H2.2c.2	8966308
Y111B2A.22c.1	12732496
Y111B2A.22d.1	12715723
Y111B2A.22a.1	12714588
Y111B2A.22b.1	12714588
C47D12.1b.1	11675856
C47D12.1c.1	11675856
C47D12.1a.1	11675856
VC5.4.1	7084653
Y111B2A.11.2	12608358
Y111B2A.11.1	12608358
ZK430.3.1	4417685
T24F1.6b.1	11328879
T24F1.6a.1	11329374
C26C6.1b.3	7501380
C26C6.1b.2	7501380
C26C6.1a.1	7495442
C26C6.1b.1	7501380
T24D1.4.1	9961971
B0495.10c.1	7718587
B0495.10b.1	7714664
B0495.10a.1	7718587
B0495.10a.2	7718587
T04A8.12.1	4705519
T04A8.12.2	4705519
T20F10.1.1	10297846
C16A3.7.1	6375391
C53A5.4.1	14536309
F18C5.3.1	6536384
T04D1.4.1	4698434
B0379.4c.1	10088752
B0379.4b.1	10094423
B0379.4a.1	10101928
F41E6.6.2	8594919
F41E6.6.1	8594919
F09G8.2.1	8268666
W02D3.6.1	6730959
F13G11.1d.1	14622539
F13G11.1b.2	14619455
F13G11.1b.3	14619455
F13G11.1c.1	14622064
F13G11.1c.2	14622064
F13G11.1b.1	14619455
F08C6.3.1	7565331
T26A5.1.1	6471770
Y59A8B.9.1	18055969
2L52.1a.1	1867
2L52.1b.1	3536
2RSSE.1c.1	15268481
2RSSE.1a.1	15268481
2RSSE.1b.1	15268481
3R5.1b.1	13780228
3R5.1a.1	13780228
4R79.2a.1	17483330
4R79.2b.1	17482329
cTel55X.1b.1	17714968
cTel55X.1a.1	17714968
6R55.2.1	17714494
AC3.2.1	10372340
AC3.5a.1	10388527
AC3.5b.1	10389542
AC3.5a.2	10388527
AC3.7.1	10395715
AC3.8.1	10398810
AC8.3.1	229761
AC8.4.1	227394
AC8.7.1	230433
AH6.2.1	9518876
AH6.3.1	9519147
AH10.1.1	14146649
AH10.2.1	14156831
AH10.4.1	14137640
B0001.2.1	12150964
B0001.3c.1	12145700
B0001.3b.1	12145700
B0001.3a.1	12145700
B0001.4a.1	12137347
B0001.4c.1	12137347
B0001.5.1	12143325
B0001.6.2	12159480
B0001.6.1	12159480
B0001.7b.1	12154242
B0001.7c.1	12151892
B0001.7a.1	12154242
B0001.8a.1	12141047
B0001.8d.1	12141047
B0001.8c.2	12139296
B0001.8c.1	12139296
B0001.8b.1	12141047
B0019.2.1	12773661
B0024.3.1	10287576
B0024.4.1	10297432
B0024.9b.2	10314749
B0024.9b.1	10314749
B0024.9a.1	10314671
B0024.9a.2	10314671
B0024.10.1	10317394
B0024.11.1	10319534
B0024.13.1	10320718
B0024.14a.1	10329250
B0024.14b.1	10332044
B0024.14d.1	10329250
B0024.14f.1	10326443
B0024.15.2	10290051
B0024.15.1	10290051
B0035.1a.1	11311000
B0035.1b.1	11311000
B0035.3.1	11314967
B0035.4.2	11315208
B0035.4.1	11315208
B0035.5.1	11317421
B0035.6.1	11320806
B0035.11.1	11329369
B0035.12.1	11332871
B0035.12.2	11332871
B0035.12.3	11332871
B0035.12.4	11332871
B0035.13.1	11306703
B0035.13.2	11306703
B0035.15.1	11298248
B0035.16.1	11296881
B0198.2a.1	12028940
B0198.2b.1	12028940
B0198.3a.1	12049328
B0198.3a.2	12049328
B0240.2.1	11736968
B0240.4.1	11733470
B0250.2.1	20478919
B0250.5.1	20493931
B0250.6.1	20492485
B0250.7b.1	20473830
B0250.8.1	20470485
B0250.9.2	20485372
B0250.9.1	20485372
B0250.10.1	20489202
B0272.2.1	9441564
B0272.3.1	9431433
B0272.4.1	9428438
B0284.1.1	4376503
B0284.2.1	4381739
B0284.3.1	4381041
B0284.4.1	4384787
B0285.1c.1	4333396
B0285.1b.1	4333396
B0285.1a.1	4333396
B0285.3.1	4343194
B0285.4.1	4343461
B0285.4.2	4343461
B0285.6.1	4352246
B0285.7.1	4356684
B0331.1.1	9654757
B0331.2.1	9661613
B0334.1.2	11486747
B0334.1.1	11486747
B0334.3a.2	11492963
B0334.3b.1	11492010
B0334.3a.1	11492963
B0334.4.1	11495703
B0334.5.1	11497665
B0334.6.1	11510675
B0334.10.1	11518488
B0334.13.1	11488338
B0365.1.1	13116508
B0365.5b.1	13134838
B0365.5a.1	13134838
B0365.6.1	13138059
B0365.6.2	13138059
B0365.6.3	13138059
B0365.6.4	13138059
B0365.7.1	13138981
B0379.1a.1	10075009
B0379.2.1	10071786
B0379.6.1	10097317
B0379.7.2	10074029
B0379.7.1	10074029
B0391.5.1	15610380
B0391.6.1	15605054
B0391.9.1	15593799
B0391.11b.1	15602345
B0391.11a.1	15602345
B0393.2.1	4754619
B0393.2.2	4754619
B0393.3.1	4757305
B0393.4.1	4763528
B0393.5.1	4765833
B0393.6.1	4781981
B0393.7.1	4778056
B0393.8.1	4752370
B0395.2.1	16030822
B0395.3.2	16039225
B0395.3.1	16039225
B0399.1d.1	19591026
B0399.1e.1	19595414
B0399.1f.1	19582591
B0399.1c.1	19600972
B0399.1a.1	19565391
B0399.1b.1	19565391
B0399.2.1	19555847
B0457.2.1	8926547
B0457.4.1	8912029
B0457.6.1	8922452
B0462.3.1	18318616
B0462.4.1	18331177
B0464.2d.1	9491658
B0464.2a.1	9491658
B0464.3.1	9488733
B0464.6.2	9465470
B0464.6.1	9465470
B0464.8.1	9468157
B0464.9.1	9465773
B0491.1.1	11348492
B0491.3.1	11339582
B0491.4b.1	11343530
B0491.4a.1	11343530
B0491.5.1	11345615
B0491.5.2	11345615
B0491.5.3	11345615
B0491.6b.1	11347795
B0491.6a.1	11347795
B0491.7.1	11350192
B0513.2b.1	13883970
B0513.2a.2	13882734
B0513.2a.1	13882734
B0513.4b.1	13881321
B0513.4a.1	13880156
B0513.5a.1	13876605
B0513.5b.1	13874185
B0513.9a.1	13865196
B0513.9b.1	13861384
B0564.1a.1	13099527
B0564.2b.1	13111212
B0564.2a.1	13107659
B0564.3.2	13109760
B0564.3.1	13109760
B0564.4.1	13113082
B0564.6.1	13130440
B0564.7b.1	13103874
B0564.7a.1	13100716
B0564.9.1	13136032
BE10.1.1	12789450
BE10.2.1	12798119
BE10.3.1	12808091
BE10.4.1	12813596
C01A2.1a.1	13411245
C01A2.1b.1	13410507
C01A2.1c.1	13411245
C01A2.2b.1	13398050
C01A2.2a.1	13397270
C01A2.3.1	13387832
C01A2.4.1	13392139
C01A2.5.1	13384834
C01A2.6.1	13379917
C01A2.7b.1	13402488
C01A2.7a.1	13402488
C01B9.1b.1	13771635
C01B9.1a.1	13772437
C01F6.1.1	9096906
C01F6.2.1	9099371
C01F6.9c.1	9096039
C01F6.9b.1	9096058
C01F6.9a.1	9096229
C01G6.2.1	9267539
C01G6.3.2	9269894
C01G6.3.1	9269894
C01G6.4.1	9273024
C01G6.5.1	9280040
C01G6.7.1	9292019
C01G6.9.1	9295753
C01G10.1.1	15099962
C01G10.4.1	15089755
C01G10.5.1	15089499
C01G10.6.1	15087685
C01G10.7.2	15085751
C01G10.7.1	15085751
C01G10.8.2	15085373
C01G10.8.1	15085373
C01G10.9.2	15082787
C01G10.9.1	15082787
C01G10.10a.1	15082420
C01G10.14.1	15105906
C01G10.15.1	15087296
C01G10.16.1	15093210
C01G12.1.1	14573646
C01G12.2.1	14578313
C01G12.3.2	14582282
C01G12.3.1	14582282
C01G12.5.1	14587507
C01G12.6.1	14588241
C01G12.7.1	14591755
C01G12.8.1	14593626
C01G12.9.1	14579070
C01G12.10.1	14580615
C01G12.10.2	14580615
C01G12.11.1	14580917
C01H6.2.1	7207587
C01H6.3.1	7209686
C01H6.4.1	7210593
C01H6.6.1	7222373
C01H6.7b.2	7224834
C01H6.7b.1	7224834
C01H6.7a.3	7224834
C01H6.7a.1	7224834
C01H6.7a.2	7224834
C01H6.8b.1	7227920
C01H6.8a.1	7227920
C01H6.9.1	7233120
C02B4.3.1	12661062
C02C6.2a.1	15539411
C02C6.2b.1	15543067
C02C6.3c.1	15547173
C02C6.3d.1	15547003
C02C6.3d.2	15547003
C02C6.3a.1	15552233
C02C6.3b.1	15550516
C02D4.1.1	15284320
C02F4.4.1	10515095
C02F4.5.1	10524145
C03A3.1b.1	11257493
C03A3.1a.1	11257493
C03A3.2.1	11262911
C03A3.3.1	11269023
C03C10.2.1	4091126
C03C10.4.1	4098128
C03C10.5.1	4090557
C03C10.7.1	4096045
C03C11.1.1	10014740
C03D6.1.1	9670715
C03D6.5.1	9658274
C03D6.6.1	9657804
C03E10.1.1	11291188
C03E10.3.2	11287006
C03E10.3.1	11287006
C03E10.5.1	11273148
C03E10.6.1	11271369
C03H12.1f.1	15694394
C03H12.1d.1	15689515
C03H12.1c.1	15694394
C03H12.1e.2	15690296
C03H12.1e.1	15690296
C03H12.1b.1	15690296
C03H12.1a.1	15689515
C03H12.1b.2	15690296
C04A11.1b.1	13660547
C04A11.1a.1	13660547
C04A11.2.1	13668698
C04A11.3.1	13677260
C04A11.5.1	13664596
C04B4.1.2	12280785
C04B4.1.1	12280785
C04B4.2.1	12283321
C04B4.3.1	12285824
C04B4.4.1	12290839
C04B4.5.1	12288354
C04B4.6.1	12275677
C04C11.1a.2	14020599
C04C11.1a.1	14020599
C04C11.2.1	14033807
C04C11.2.2	14033807
C04F12.1.1	9678498
C04F12.5.2	9690557
C04F12.5.1	9690557
C04F12.7.1	9696710
C04F12.8.1	9699555
C04F12.9.2	9710743
C04F12.9.1	9710743
C04G2.1b.1	10088608
C04G2.1a.1	10089844
C04G2.2.1	10090734
C04G2.5.1	10095225
C04G2.8.2	10111510
C04G2.8.1	10111510
C04G2.9.1	10112930
C04G2.10b.1	10116255
C04G2.10a.1	10115500
C04G2.10c.1	10116768
C04G2.11.1	10122287
C04H4.1.1	7958847
C04H5.1.1	14534300
C04H5.2.1	14537559
C04H5.3.1	14548774
C04H5.7b.1	14538003
C04H5.7a.2	14538003
C04H5.7a.1	14538003
C04H5.8a.1	14550941
C04H5.8b.1	14552296
C05A9.2.1	10844673
C05B5.1.1	9988421
C05B5.2.1	10000464
C05B5.4.1	9993885
C05B5.5a.1	10001400
C05B5.6.1	10010177
C05B5.8.1	10006776
C05C9.1.1	11160981
C05C9.2.1	11153066
C05C9.3.1	11152812
C05C10.1.1	9920568
C05C10.2b.1	9922248
C05C10.2a.1	9922248
C05C10.3.1	9936888
C05C10.4.3	9931863
C05C10.4.2	9931863
C05C10.4.1	9931863
C05C10.5a.1	9939227
C05C10.5b.1	9939227
C05C10.5c.2	9939668
C05C10.5c.3	9939668
C05C10.5c.1	9939668
C05C10.6a.1	9940761
C05C10.6b.1	9940761
C05C10.6c.1	9943015
C05C10.7.1	9938935
C05C12.1.1	11253997
C05C12.4.1	11248052
C05C12.5.1	11261117
C05C12.6.1	11233123
C05D12.1.1	11415662
C05D12.1.2	11415662
C05D12.1.3	11415662
C05D12.2.1	11418314
C05D12.4.1	11431884
C05D12.5.1	11434242
C05E7.1.1	12943547
C05E7.2.1	12940711
C05E7.3.1	12946562
C05E7.4.1	12965485
C05G5.1.1	14737375
C05G5.2b.1	14747340
C05G5.2a.1	14747340
C05G5.3.1	14752002
C05G5.4.1	14754032
C05G5.4.2	14754032
C05G5.5c.1	14758501
C05G5.5b.1	14760069
C05G5.5a.1	14760963
C06A1.1.1	10563390
C06A1.2b.1	10570630
C06A1.2a.2	10570630
C06A1.2a.1	10570630
C06A1.3.1	10572314
C06A1.5.1	10579380
C06A1.6.1	10564676
C06A12.3b.1	17428539
C06A12.3b.2	17428539
C06A12.3c.1	17428728
C06A12.3a.1	17427728
C06A12.5.1	17431377
C06A12.8.1	17437459
C06B3.1.1	13902795
C06B3.2.1	13899513
C06B3.3.1	13898476
C06B3.4.1	13906497
C06B3.5.1	13904611
C06B3.6.1	13908958
C06B3.6.2	13908958
C06B3.7.1	13909820
C06B8.1.1	15481372
C06B8.2a.1	15478339
C06B8.2a.2	15478339
C06B8.2b.1	15478339
C06B8.2c.1	15478339
C06B8.2c.2	15478339
C06B8.2d.2	15478339
C06B8.2b.2	15478339
C06B8.2d.1	15478339
C06B8.3.1	15484637
C06B8.4.1	15492602
C06B8.7.1	15498743
C06C3.3.1	9372371
C06C3.4.1	9373597
C06C3.7.1	9385548
C06C3.8a.1	9390900
C06C3.8b.1	9388339
C06C6.7.1	15992206
C06C6.8.1	15997197
C06C6.9.1	15996745
C06G8.1.1	10780607
C06H2.1.1	11123865
C06H2.1.2	11123865
C06H2.2.1	11125264
C06H2.3a.1	11127497
C06H2.3b.1	11127497
C06H2.4.1	11141498
C06H2.5a.1	11138954
C06H2.5b.1	11134609
C06H2.6b.1	11124724
C06H2.6a.1	11124310
C06H2.7a.1	11144394
C06H2.7b.1	11144758
C06H5.1.2	17896761
C06H5.1.1	17896761
C06H5.2.1	17899828
C06H5.6b.1	17885207
C06H5.6a.1	17888963
C06H5.6a.2	17888963
C06H5.7.2	17910324
C06H5.7.1	17910324
C07A4.1.1	10167096
C07A4.2.1	10172346
C07A4.3.1	10175031
C07A9.1.1	9725214
C07A9.2.2	9695344
C07A9.2.1	9695344
C07A9.5.1	9682829
C07A9.6.1	9679003
C07A9.7a.1	9694571
C07A9.7b.1	9694571
C07A9.8.1	9690219
C07A9.9.1	9667529
C07A9.10.1	9686726
C07B5.2.1	9517090
C07B5.3.1	9523173
C07B5.4a.2	9529726
C07B5.4a.1	9529726
C07B5.4b.1	9532067
C07B5.6.1	9519022
C07C7.1.1	9185040
C07E3.1b.1	10350005
C07E3.1a.1	10350005
C07E3.1a.2	10350005
C07E3.2.1	10345111
C07E3.3a.1	10357502
C07E3.3b.1	10357502
C07E3.4.1	10360871
C07E3.5.1	10365627
C07E3.6.1	10369582
C07E3.8.1	10352263
C07E3.9.1	10350762
C07E3.10.1	10346402
C07H4.1a.1	9092132
C07H4.1b.1	9093652
C07H4.1a.2	9092132
C08B6.1b.1	10104898
C08B6.1a.1	10104898
C08B6.2b.1	10105712
C08B6.2a.1	10105712
C08B6.2c.1	10105712
C08B6.2d.1	10105712
C08B6.3a.1	10112287
C08B6.3b.1	10111174
C08B6.4a.1	10115596
C08B6.4b.1	10114881
C08B6.5.1	10117765
C08B6.6.1	10123638
C08B6.7c.1	10133946
C08B6.7b.1	10133946
C08B6.7a.1	10133946
C08B6.8b.3	10142651
C08B6.8b.2	10142651
C08B6.8b.1	10142651
C08B6.8a.1	10134699
C08B6.10.1	10125527
C08B6.11.1	10107789
C08B6.12.1	10120986
C08B11.3b.1	8027742
C08B11.3a.1	8027742
C08B11.6.1	8037346
C08B11.8.1	8040010
C08B11.9.1	8038144
C08E8.1.1	18362494
C08E8.1.2	18362494
C08E8.2.1	18355842
C08E8.3.1	18350148
C08E8.4.1	18372102
C08E8.5.1	18359988
C08E8.6.1	18368422
C08F8.1a.1	11150115
C08F8.1b.1	11150528
C08F8.2c.1	11152458
C08F8.2b.2	11150997
C08F8.2b.1	11150997
C08F8.2c.2	11152458
C08F8.3b.1	11155062
C08F8.3a.1	11155062
C08F8.4b.1	11159461
C08F8.4c.1	11159461
C08F8.5.1	11162529
C08F8.6.1	11164288
C08F8.9.1	11178580
C08F11.1.1	13623855
C08F11.3.1	13619514
C08F11.5a.1	13633499
C08F11.5b.1	13633843
C08F11.7.1	13637702
C08F11.8.2	13639350
C08F11.8.1	13639350
C08F11.9.1	13645923
C08F11.10.1	13649210
C08F11.11.2	13647436
C08F11.11.1	13647436
C08F11.11.3	13647436
C08F11.12.1	13651495
C08F11.13b.1	13609827
C08F11.13a.1	13609827
C08F11.13c.2	13609827
C08F11.13c.1	13609827
C08F11.13a.2	13609827
C08H9.1.1	9875179
C08H9.2b.1	9890941
C08H9.2a.1	9890941
C08H9.3a.1	9886438
C08H9.3b.1	9886438
C08H9.4a.2	9864371
C08H9.4a.1	9864371
C08H9.4b.1	9864371
C08H9.4b.2	9864371
C08H9.6.1	9874521
C08H9.7.1	9861467
C08H9.10.1	9855690
C08H9.11.1	9859631
C08H9.12.1	9857857
C08H9.13.1	9871172
C08H9.14.1	9872951
C08H9.15.1	9881222
C09E9.1a.1	1275934
C09E9.1a.2	1275934
C09E9.1b.1	1276220
C09E9.1d.1	1275934
C09E9.1c.1	1276665
C09F9.1.1	14698826
C09F9.2.1	14705516
C09F9.3c.1	14728016
C09F9.3d.1	14733524
C09F9.3e.1	14733524
C09F9.3a.1	14728016
C09F9.3a.2	14728016
C09F9.3f.1	14733524
C09F9.3b.1	14728016
C09F12.2.1	11053983
C09F12.3.1	11042857
C09G1.2.1	15982600
C09G1.3.1	15986163
C09G1.4.1	15996921
C09G1.5b.1	15960052
C09G1.5a.1	15960052
C09G1.5a.2	15960052
C09G5.2b.1	10703373
C09G5.2a.1	10714295
C09G5.7.1	10714913
C09G5.8b.1	10721645
C09G5.8a.1	10720457
C09G9.1c.1	8865046
C09G9.1a.1	8865046
C09G9.1b.1	8865046
C09G9.2a.1	8869669
C09G9.2b.1	8869285
C09G9.2b.2	8869285
C09G9.3a.1	8873005
C09G9.3b.1	8873005
C09G9.3c.1	8873005
C09G9.5a.1	8886570
C09G9.5c.1	8887978
C09G9.5b.1	8887183
C09G9.7a.1	8879825
C09G9.7b.1	8877678
C09G9.8b.1	8881484
C09G9.8c.1	8881484
C09G9.8a.1	8881484
C09H10.5a.1	11102946
C09H10.5b.1	11101660
C09H10.5c.1	11103757
C09H10.6.1	11106636
C09H10.7.1	11108224
C09H10.8.1	11111169
C09H10.9.1	11104518
C09H10.10a.1	11096475
C09H10.10b.1	11096475
C10C5.1i.2	9355568
C10C5.1h.1	9366454
C10C5.1k.1	9359587
C10C5.1l.1	9349140
C10C5.1j.1	9355568
C10C5.1i.1	9355568
C10C5.1e.1	9366454
C10C5.1b.1	9366454
C10C5.1j.2	9355568
C10C5.1f.1	9366454
C10C5.1g.1	9366454
C10C5.1d.1	9366454
C10C5.1c.1	9366454
C10C5.1a.1	9366454
C10C5.2.1	9371509
C10C5.3.1	9374855
C10C5.4.1	9378662
C10C5.5.1	9381515
C10C5.7.1	9385126
C10C6.3b.1	11465189
C10C6.3a.1	11465189
C10C6.5.2	11470436
C10C6.5.1	11470436
C10C6.6.1	11479232
C10C6.7b.1	11467232
C10C6.7c.1	11466068
C11E4.1.1	9584695
C11E4.2.1	9587958
C11E4.3a.1	9589461
C11E4.3b.1	9594169
C11E4.6.1	9610576
C11E4.7a.1	9617247
C11E4.7b.1	9617730
C11E4.8.1	9623304
C11G6.2.1	16329217
C11G10.1.1	15158474
C11H1.2.1	14307727
C11H1.3.1	14311669
C11H1.5.1	14303140
C11H1.7b.1	14329920
C11H1.7a.2	14327772
C11H1.7a.1	14327772
C12C8.2a.1	9327857
C12C8.2b.1	9327857
C12D8.1c.1	10238061
C12D8.1b.1	10238250
C12D8.1c.3	10238061
C12D8.1a.1	10238761
C12D8.1c.4	10238061
C12D8.1c.2	10238061
C12D8.4.1	10227430
C12D8.5.1	10225659
C12D8.6.2	10239914
C12D8.6.1	10239914
C12D8.9a.1	10243178
C12D8.9b.1	10243097
C12D8.13a.1	10220470
C12D8.13b.1	10220470
C12D8.14.1	10228374
C12D8.15.1	10229241
C12D8.16.1	10229843
C12D8.17.1	10231268
C13B4.1a.1	14479626
C13B4.1c.1	14473172
C13B4.1b.1	14479626
C13B4.1b.2	14479626
C13C4.1.1	12104299
C13C4.2.1	12101306
C13C4.4.1	12110977
C13C4.5.1	12115001
C13C4.6.1	12121669
C13C4.7.1	12120259
C13C4.7.2	12120259
C13C12.2.1	12525326
C13G3.1.1	11012366
C13G3.3c.1	11030824
C13G3.3b.2	11029382
C13G3.3b.1	11029382
C13G3.3a.1	11029382
C13G3.3a.2	11029382
C13G3.3d.1	11030508
C14A4.1.1	10579978
C14A4.3.1	10584344
C14A4.6.1	10594756
C14A4.7a.1	10596562
C14A4.7b.1	10596562
C14A4.8.1	10598072
C14A4.9.1	10599345
C14A4.11.1	10607265
C14A4.12b.1	10613194
C14A4.12a.1	10613194
C14A4.13.1	10618471
C14A4.14.1	10582630
C14A6.1.1	18158027
C14A6.3.1	18146399
C14A6.5.1	18164828
C14A6.6.1	18167231
C14A6.7.1	18168366
C14A6.8.1	18171618
C14B1.2.1	3702327
C14B1.3.1	3703656
C14B1.5.1	3706887
C14B1.6a.1	3713497
C14B1.6b.1	3715236
C14B1.8.1	3719673
C14B1.8.2	3719673
C14B1.9.1	3726498
C14B1.10.1	3709363
C14B1.10.2	3709363
C14B4.2.1	19349487
C14C10.1.1	12588428
C14C10.2a.1	12592461
C14C10.2b.1	12592461
C14C10.3a.1	12599079
C14C10.3b.1	12599079
C14C10.3c.1	12599079
C14C10.4.1	12596296
C14C10.5b.1	12600286
C14C10.5a.1	12600286
C14C10.6.1	12607415
C14C10.7.1	12590655
C14H10.1.1	10236921
C14H10.2b.4	10244772
C14H10.2a.1	10251355
C14H10.2b.1	10244772
C14H10.2b.2	10244772
C14H10.2b.3	10244772
C14H10.3b.1	10224068
C14H10.3b.3	10224068
C14H10.3b.2	10224068
C14H10.3a.1	10228136
C15A7.1.1	12065304
C15A7.2.1	12073839
C15A11.2.2	7388110
C15A11.2.1	7388110
C15A11.4.1	7400797
C15A11.7a.1	7405040
C15C6.1.1	12202239
C15C6.2b.1	12203904
C15C6.2a.1	12203904
C15C6.3.1	12207099
C15C6.4.1	12213130
C15C8.1.1	12734253
C15C8.3a.1	12742070
C15C8.3b.2	12743039
C15C8.3b.1	12743039
C15C8.4.1	12747463
C15C8.5.1	12748292
C15C8.6.1	12751524
C15C8.7.1	12745050
C15H7.3.1	9651763
C15H7.4.1	9655859
C15H11.1.1	14393858
C15H11.2b.1	14410301
C15H11.2a.1	14409078
C15H11.5.1	14418096
C15H11.5.2	14418096
C15H11.8.2	14423298
C15H11.8.1	14423298
C15H11.9.1	14425004
C15H11.10.1	14392272
C15H11.11a.1	14415814
C15H11.11b.1	14415886
C16C2.3a.1	9728108
C16C2.3b.2	9717602
C16C2.3b.3	9717602
C16C2.3b.1	9717602
C16C2.4b.1	9715221
C16C2.4a.1	9715221
C16C10.1.1	4181432
C16C10.2.1	4178658
C16C10.3.1	4176153
C16C10.4.1	4171340
C16C10.4.2	4171340
C16C10.4.3	4171340
C16C10.5.1	4170939
C16C10.6.1	4168765
C16C10.8.1	4164171
C16C10.9.1	4157380
C16C10.11.2	4152057
C16C10.11.1	4152057
C16C10.12d.1	4150892
C16C10.12c.1	4150892
C16C10.12b.1	4151551
C16C10.12a.1	4151551
C16C10.13.2	4176783
C16C10.13.1	4176783
C16D2.1a.1	9132215
C16D2.1b.1	9132962
C16D2.1c.1	9133955
C16D6.1.1	12525721
C16D6.2d.1	12540858
C16D6.2c.1	12551521
C16D6.2b.1	12551521
C16D6.2a.1	12540858
C16D6.3.1	12526660
C17D12.1a.1	11611706
C17D12.1b.1	11612076
C17D12.3.1	11620263
C17D12.5.1	11586251
C17D12.7.1	11611301
C17E4.1b.1	9409858
C17E4.1a.1	9410094
C17E4.2.1	9412314
C17E4.3.1	9418873
C17E4.4.1	9419488
C17E4.6.1	9422566
C17E4.9a.1	9431355
C17E4.9a.3	9431355
C17E4.9a.2	9431355
C17E4.10b.1	9438526
C17E4.10a.2	9435465
C17E4.10a.1	9435465
C17G1.1.1	9919302
C17G1.2.1	9921558
C17G1.3b.1	9924741
C17G1.3b.2	9924741
C17G1.3a.1	9925088
C17G1.4b.1	9931452
C17G1.4a.1	9931452
C17G1.5.1	9941760
C17G1.7.1	9954533
C17H1.2.1	13103059
C17H1.3.1	13104253
C17H1.4a.1	13112430
C17H1.5.1	13113637
C17H1.6.1	13132412
C17H1.7.1	13138521
C17H1.8b.1	13130257
C17H1.8a.1	13130040
C17H1.9.1	13121123
C18B12.1.1	15012684
C18B12.2.1	15026322
C18B12.4.1	15040597
C18B12.6.1	15006943
C18D1.2.1	10056988
C18D1.4.1	10060582
C18D4.2b.1	17521037
C18D4.2a.1	17521037
C18D4.3.1	17532786
C18D4.4b.1	17531510
C18D4.4c.1	17531510
C18D4.4a.1	17531510
C18D4.6c.1	17538355
C18D4.6d.1	17536424
C18D4.6a.1	17538355
C18D4.9.1	17528029
C18D11.1.1	11816578
C18D11.2.1	11822468
C18D11.3.1	11823792
C18D11.3.2	11823792
C18D11.6.1	11810560
C18E9.2a.1	8965174
C18E9.4.2	8964889
C18E9.4.1	8964889
C18E9.5.1	8970088
C18E9.6.1	8973566
C18E9.7.1	8982757
C18E9.8.1	8988021
C18E9.9.1	8989538
C18E9.10b.1	8964143
C18E9.10a.1	8964143
C18E9.10d.1	8961840
C18E9.10e.1	8963922
C18E9.10c.1	8964143
C23H4.2.1	12219710
C23H4.3.1	12226233
C23H4.4b.1	12231915
C23H4.4a.2	12229951
C23H4.4b.2	12231915
C23H4.4a.1	12229951
C23H4.6b.1	12235987
C23H4.6a.1	12235621
C23H4.7.1	12223002
C24F3.1b.1	10221279
C24F3.1a.1	10221279
C24F3.2.1	10222570
C24F3.4c.1	10216140
C24F3.4a.1	10219305
C24F3.4b.1	10218837
C24F3.4b.2	10218837
C24H11.1.1	11787748
C24H11.2.1	11792245
C24H11.4.1	11782112
C24H11.5a.1	11780235
C24H11.5b.1	11780235
C24H11.7a.1	11773661
C24H11.7b.1	11756613
C24H11.9.1	11777644
C25A1.1.1	10162389
C25A1.5.1	10177189
C25A1.6.1	10179042
C25A1.8.1	10185446
C25A1.9a.1	10185878
C25A1.9b.1	10185878
C25A1.12c.1	10192641
C25A1.12b.2	10192832
C25A1.12a.2	10192832
C25A1.12d.1	10192641
C25A1.12b.1	10192832
C25A1.12a.1	10192832
C25A1.13.1	10193242
C25A1.15.1	10197321
C25D7.1.1	15036817
C25D7.4b.1	15051925
C25D7.4a.1	15052475
C25D7.5.1	15053765
C25D7.8.1	15066310
C25D7.8.2	15066310
C25D7.9.1	15065135
C25D7.10.1	15067474
C25D7.15a.1	15060384
C25D7.15b.1	15061093
C25F9.2.1	19421471
C25F9.4.1	19413881
C25F9.5.2	19410599
C25F9.5.1	19410599
C25F9.6.1	19405311
C25F9.6.2	19405311
C25F9.8.1	19395055
C25F9.9.1	19416690
C25G4.1.1	12438679
C25G4.2.2	12444034
C25G4.2.1	12444034
C25G4.3a.1	12445884
C25G4.3b.1	12445059
C25G4.4.1	12454081
C25G4.6.1	12455192
C25G4.7b.1	12456960
C25G4.8.1	12463412
C25G4.10a.1	12468670
C25G4.10b.1	12468670
C26C6.4a.1	7532315
C26C6.4b.1	7533339
C26C6.6.1	7505972
C26C6.7b.1	7509583
C26C6.7a.1	7508721
C26C6.8.1	7505580
C26C6.9.1	7515069
C26D10.3.1	8325466
C26D10.4.1	8329768
C26D10.6a.1	8354655
C26E1.1.1	13297520
C26E1.2b.1	13305168
C26E1.2a.1	13305168
C26E1.3.1	13301849
C26E1.3.2	13301849
C26G2.1e.1	14657990
C26G2.1d.1	14658418
C26G2.1c.1	14661654
C26G2.1b.1	14654990
C26G2.1a.1	14654990
C26G2.1g.1	14656954
C26G2.1f.1	14656954
C26G2.2a.1	14664333
C26G2.2b.1	14664333
C26H9A.2a.1	12653489
