wormbaseID	CDS	name	start	end
WBGene00014643	B0391.8		15595055	15596466
WBGene00014644	B0399.t1		19577390	19577461
WBGene00014645	B0399.t2		19579706	19579778
WBGene00014646	B0399.t3		19581713	19581784
WBGene00014647	B0399.t4		19582002	19582073
WBGene00014648	B0399.t5		19584825	19584897
WBGene00014649	B0399.t6		19595866	19595936
WBGene00014650	B0399.t7		19595587	19595660
WBGene00014651	B0399.t8		19594805	19594875
WBGene00014652	B0399.t9		19594505	19594576
WBGene00014653	B0399.t10		19594041	19594112
WBGene00014654	B0399.t11		19587264	19587335
WBGene00014655	B0399.t12		19578770	19578842
WBGene00014656	B0399.t13		19578465	19578537
WBGene00014657	B0399.t14		19559029	19559101
WBGene00014658	B0399.t15		19557947	19558020
WBGene00014659	B0399.t16		19557639	19557711
WBGene00014660	B0457.3		8909008	8909994
WBGene00014663	C01G6.10		9289506	9291539
WBGene00014664	C04F12.t1		9679644	9679718
WBGene00014665	C04G2.3		10093061	10093511
WBGene00014666	C05D12.3		11424830	11430607
WBGene00014667	C06A1.4		10574842	10578193
WBGene00014668	C06C3.9		9376455	9378242
WBGene00014669	C06G8.3	zipt-2.1	10799614	10802250
WBGene00014670	C08E8.t1		18367139	18367210
WBGene00014671	C08E8.t2		18371229	18371301
WBGene00014672	C08F11.6		13636560	13636975
WBGene00014673	C08H9.9		9864646	9866399
WBGene00014674	C12D8.2		10230258	10230671
WBGene00014675	C12D8.3		10227753	10227935
WBGene00014676	C12D8.7		10240265	10240363
WBGene00014677	C14B4.t1		19347582	19347654
WBGene00014678	C15H7.2		9652313	9653641
WBGene00014679	C18D4.5	srz-25	17540595	17542272
WBGene00014681	C25D7.14		15034380	15035420
WBGene00014682	C25F9.t1		19396989	19397061
WBGene00014683	C25F9.t2		19396695	19396767
WBGene00014684	C25F9.t3		19394781	19394850
WBGene00014685	C25F9.t4		19398588	19398658
WBGene00014686	C25F9.t5		19431291	19431363
WBGene00014689	C28D4.11		9748815	9749925
WBGene00014691	C33A11.t1		15368675	15368746
WBGene00014692	C33A12.17		9495620	9495710
WBGene00014693	C33A12.18		9492576	9493220
WBGene00014694	C33D3.2		10491694	10493217
WBGene00014695	C33G3.t1		14061672	14061746
WBGene00014696	C33G3.t3		14062439	14062513
WBGene00014697	C36A4.3	cyp-25A3	3837551	3839477
WBGene00014698	C37A5.3		14154769	14155249
WBGene00014699	C37A5.5		14151868	14152182
WBGene00014700	C37A5.6		14150731	14151041
WBGene00014701	C43D7.1		19327328	19329076
WBGene00014702	C43D7.3		19324105	19325882
WBGene00014703	C47A4.4		13744155	13744988
WBGene00014704	C47A10.t1		17783161	17783230
WBGene00014705	C47A10.t2		17786886	17786956
WBGene00014706	C47A10.t3		17785714	17785785
WBGene00014707	C47A10.t4		17784515	17784585
WBGene00014708	C47A10.t5		17765684	17765756
WBGene00014710	C50B6.13		13326339	13327634
WBGene00014711	C50F4.15		9521676	9523036
WBGene00014714	C54C8.8		12458028	12458996
WBGene00014715	C54E10.t1		18825382	18825452
WBGene00014716	C54E10.t2		18825987	18826057
WBGene00014717	C54E10.t3		18829048	18829118
WBGene00014718	C54E10.t4		18827876	18827946
WBGene00014719	C54E10.t5		18805566	18805636
WBGene00014720	C54E10.t6		18804710	18804782
WBGene00014721	C54E10.t7		18801975	18802045
WBGene00014722	C55A1.13		15620022	15621232
WBGene00014723	C55A1.16	srz-49	15630204	15631509
WBGene00014724	D1046.t1		8927200	8927273
WBGene00014727	DY3.t1		8791354	8791426
WBGene00014728	E03A3.1		4043117	4047631
WBGene00014729	E03H4.9		12427388	12429094
WBGene00014730	F01D5.4		14000380	14001035
WBGene00014731	F02E9.8		8433182	8434072
WBGene00014732	F09F3.8		13869888	13872529
WBGene00014733	F10A3.10		16147039	16148327
WBGene00014734	F11A3.3		9512506	9513466
WBGene00014735	F14H3.13	cyp-35D2	16063551	16064108
WBGene00014738	F19H8.t1		14617081	14617150
WBGene00014740	F21H7.6		16239333	16240447
WBGene00014741	F22B8.2		16077979	16079234
WBGene00014744	F25H9.9		13451197	13452968
WBGene00014745	F26D2.8		16414068	16415247
WBGene00014746	F27D4.3		7722084	7723116
WBGene00014748	F30F8.t1		7842914	7842988
WBGene00014751	F36G9.4		15959808	15961915
WBGene00014752	F38E11.8		9473680	9475365
WBGene00014753	F40D4.14		17146825	17153266
WBGene00014754	F40F9.11		9718462	9719724
WBGene00014755	F40F12.8		9921200	9921892
WBGene00014757	F44G3.4		16112237	16112968
WBGene00014758	F45H7.t1		3339474	3339545
WBGene00014759	F46A8.1		11250139	11251602
WBGene00014760	F46A8.2		11245823	11246765
WBGene00014761	F46A8.11		11248270	11249952
WBGene00014763	F46F2.t1		15248973	15249043
WBGene00014764	F47H4.3	srz-46	17369715	17371468
WBGene00014766	F49E11.t1		13043692	13043764
WBGene00014767	F49E11.t2		13044460	13044532
WBGene00014768	F49H6.6		17027255	17028374
WBGene00014769	F53B2.7		12513169	12515541
WBGene00014770	F54F3.2		12917450	12918902
WBGene00014771	F55G11.3		12970270	12971974
WBGene00014772	F56D5.4		9402576	9404038
WBGene00014773	F56D5.8		9414473	9418454
WBGene00014775	F57G12.t1		12166220	12166292
WBGene00014776	F57G12.t2		12167110	12167182
WBGene00014777	F58A4.12		9601324	9602441
WBGene00014778	F58D12.2		14050295	14053709
WBGene00014779	F59A1.2		17678358	17680208
WBGene00014781	F59A1.t1		17660883	17660956
WBGene00014782	F59A1.t2		17662171	17662243
WBGene00014783	F59A1.t3		17686381	17686452
WBGene00014784	F59A1.t4		17686656	17686727
WBGene00014785	F59A1.t5		17690508	17690579
WBGene00014786	F59A1.t6		17688434	17688506
WBGene00014787	F59A1.t7		17668360	17668432
WBGene00014788	F59A1.t8		17660778	17660849
WBGene00014789	F59C6.10		10530339	10531547
WBGene00014790	H03G16.3		15064015	15067184
WBGene00014793	H40L08.2		15076696	15077607
WBGene00014794	K02E2.5		20377128	20379410
WBGene00014796	K03D7.3		17499044	17505021
WBGene00014798	K05D4.1		16178532	16179966
WBGene00014799	K05D4.5		16176287	16177491
WBGene00014800	K06B4.13	nhr-200	15691999	15693161
WBGene00014801	K08E5.1		10141573	10146801
WBGene00014803	K08G2.14		15858838	15859227
WBGene00014805	K08H10.5		9997094	9998481
WBGene00014806	M01G12.8		12113017	12113596
WBGene00014807	M04D5.1		11334223	11337431
WBGene00014809	M142.3		10927093	10928909
WBGene00014811	M162.9		19773401	19774975
WBGene00014813	M176.9		9409341	9411597
WBGene00014814	R03D7.3		10935726	10942198
WBGene00014817	R07B5.1		9829068	9830444
WBGene00014818	R07B5.2		9830978	9831908
WBGene00014819	R08A2.6		14711949	14712296
WBGene00014820	R09B3.6		11905957	11907484
WBGene00014821	R10E8.7		18231635	18237223
WBGene00014822	R11H6.6		14591474	14593642
WBGene00014824	R12G8.t2		17739490	17739562
WBGene00014825	R13.5		10834363	10835130
WBGene00014826	R13H4.2		11836320	11838020
WBGene00014827	T01B7.1		8711589	8712035
WBGene00014828	T01G1.t1		11362125	11362197
WBGene00014829	T01G1.t2		11363194	11363266
WBGene00014832	T06C12.15	srab-27	15901142	15902166
WBGene00014833	T07C12.4		9937804	9940885
WBGene00014834	T08G5.4		14030184	14032584
WBGene00014835	T09F5.4		15161003	15162433
WBGene00014836	T09F5.12		15164743	15166318
WBGene00014837	T09F5.13		15173635	15174856
WBGene00014838	T10B9.6	cyp-13A9	9793754	9795541
WBGene00014839	T10H4.1		15284242	15285551
WBGene00014841	T19C4.10		11165853	11167640
WBGene00014842	T20B3.11	clec-30	16844582	16845915
WBGene00014843	T21H8.t1		13886369	13886441
WBGene00014844	T23D5.5		15737020	15739659
WBGene00014845	T23F1.2		15453489	15454135
WBGene00014846	T26H5.6		15438798	15440332
WBGene00014848	VM106R.1		10827716	10829556
WBGene00014849	VW02B12L.t1		11441190	11441264
WBGene00014850	VW02B12L.t2		11442250	11442324
WBGene00014851	W01G7.2		14031402	14032644
WBGene00014852	W02A11.6		12754091	12755126
WBGene00014853	W02A11.t1		12731658	12731729
WBGene00014854	W05B2.3		10967779	10969472
WBGene00014855	W06D12.t1		17734701	17734773
WBGene00014856	W06D12.t2		17734636	17734707
WBGene00014857	W08D2.9		9832488	9832631
WBGene00014858	W09C5.3		13635042	13635958
WBGene00014861	Y6B3B.2		13714298	13716916
WBGene00014862	Y7A9C.2		16303614	16306235
WBGene00014863	Y11D7A.16		9247156	9248088
WBGene00014864	Y18D10A.22		12932037	12933751
WBGene00014865	Y26G10.t1		17691283	17691354
WBGene00014866	Y26G10.t2		17694094	17694165
WBGene00014867	Y26G10.t3		17693799	17693871
WBGene00014868	Y32B12B.t1		16564062	16564134
WBGene00014869	Y32B12B.t2		16565133	16565205
WBGene00014870	Y37H9A.4		13795277	13795867
WBGene00014871	Y37H9A.5		13796060	13796675
WBGene00014872	Y38E10A.t2		12669995	12670067
WBGene00014873	Y38E10A.t3		12666159	12666230
WBGene00014874	Y38H6A.4		20348247	20349925
WBGene00014875	Y39B6A.t1		19057505	19057576
WBGene00014876	Y39B6A.t2		19058292	19058363
WBGene00014877	Y39B6A.t3		19059002	19059074
WBGene00014878	Y39B6A.t4		19059286	19059357
WBGene00014879	Y39B6A.t5		19059594	19059665
WBGene00014880	Y39B6A.t6		19060509	19060580
WBGene00014881	Y39B6A.t7		19082942	19083013
WBGene00014882	Y39B6A.t8		19084605	19084676
WBGene00014883	Y39C12A.2		12224335	12225071
WBGene00014884	Y39E4B.14		13162475	13164864
WBGene00014885	Y39G8B.8		13993009	13993527
WBGene00014886	Y41E3.5		15007803	15008173
WBGene00014887	Y43F8A.t1		19393520	19393592
WBGene00014888	Y43F8B.8		19483637	19483895
WBGene00014889	Y43F8C.t1		19596966	19597038
WBGene00014890	Y43F8C.t2		19599515	19599588
WBGene00014891	Y43F8C.t3		19629828	19629899
WBGene00014892	Y43F8C.t4		19656203	19656276
WBGene00014893	Y43F8C.t5		19667903	19667975
WBGene00014894	Y43F8C.t6		19665948	19666020
WBGene00014895	Y43F8C.t7		19665330	19665402
WBGene00014896	Y43F8C.t8		19624043	19624116
WBGene00014897	Y43F8C.t9		19598599	19598667
WBGene00014898	Y45F3A.6		10586407	10587706
WBGene00014902	Y49E10.5		12382535	12383744
WBGene00014903	Y49E10.8		12389885	12390556
WBGene00014904	Y49E10.26		12387891	12388985
WBGene00014905	Y51A2A.2		18287305	18288392
WBGene00014906	Y51A2A.8	fbxa-109	18309386	18310203
WBGene00014907	Y51A2A.9	fbxa-117	18310924	18311985
WBGene00014908	Y51A2B.t2		18373666	18373738
WBGene00014909	Y51B9A.2		9407270	9407547
WBGene00014910	Y51B9A.t1		9404358	9404432
WBGene00014911	Y51H4A.t1		16552220	16552292
WBGene00014912	Y51H4A.t7		16552843	16552915
WBGene00014914	Y52B11A.11		11067699	11069996
WBGene00014915	Y53C10A.1		11966271	11967591
WBGene00014916	Y53C10A.7	fbxa-124	12005177	12006296
WBGene00014917	Y53C10A.13	fbxa-122	12006911	12008040
WBGene00014918	Y53C10A.14	fbxa-123	12008625	12009625
WBGene00014920	Y53F4B.38		15118282	15118951
WBGene00014921	Y54E5B.5		14824493	14825952
WBGene00014922	Y57G11B.4		14575075	14575821
WBGene00014923	Y57G11C.26		14924444	14926046
WBGene00014924	Y57G11C.28		14929721	14931931
WBGene00014925	Y57G11C.29		14927059	14928623
WBGene00014926	Y57G11C.30		14938896	14941898
WBGene00014927	Y59A8A.6		17834642	17835851
WBGene00014928	Y59A8B.t1		17930351	17930421
WBGene00014929	Y59A8B.t2		17930794	17930865
WBGene00014930	Y59A8B.t4		17931694	17931764
WBGene00014931	Y59A8B.t5		17932761	17932831
WBGene00014932	Y59A8B.t6		17933330	17933401
WBGene00014933	Y60A3A.11		19936526	19938905
WBGene00014934	Y60A3A.17		19922931	19924049
WBGene00014935	Y60A3A.t1		20016575	20016647
WBGene00014936	Y60A3A.t2		20021091	20021163
WBGene00014937	Y61B8A.3		17250270	17251293
WBGene00014938	Y62E10A.11	mdt-9	13386674	13387346
WBGene00014939	Y66A7A.t1		11474462	11474534
WBGene00014941	Y67H2A.9		13320158	13321831
WBGene00014943	Y68A4A.8		17215066	17216751
WBGene00014944	Y68A4A.12		17209065	17209955
WBGene00014945	Y69H2.t1		18622752	18622824
WBGene00014946	Y70G10A.1		10223524	10224162
WBGene00014947	Y71A12B.14		13969844	13970877
WBGene00014948	Y73F8A.4		15255690	15257628
WBGene00014949	Y75B12A.1		15107837	15108897
WBGene00014950	Y76A2B.t1		13522279	13522353
WBGene00014951	Y76A2B.t2		13523340	13523414
WBGene00014952	Y80D3A.t1		18906296	18906367
WBGene00014953	Y81G3A.2		13080826	13081227
WBGene00014954	Y102A5C.5		16928328	16928999
WBGene00014955	Y102A5C.6		16929167	16930063
WBGene00014956	Y102A5C.11		16943191	16943836
WBGene00014957	Y102A5C.30		17003980	17005066
WBGene00014958	Y105C5A.2		15556037	15558079
WBGene00014961	Y105C5A.19		15736297	15738247
WBGene00014962	Y105C5A.20		15741574	15743524
WBGene00014963	Y105C5A.21		15782395	15783286
WBGene00014964	Y105E8B.10		14678996	14679710
WBGene00014965	Y106G6D.5		10119209	10122171
WBGene00014966	Y106G6D.t1		10133601	10133671
WBGene00014967	Y113G7A.2		20041693	20044405
WBGene00014969	Y113G7A.t1		20123234	20123303
WBGene00014970	Y113G7A.t2		20123845	20123917
WBGene00014971	Y113G7A.t3		20135003	20135075
WBGene00014972	Y113G7A.t4		20126170	20126242
WBGene00014973	Y113G7A.t5		20123734	20123806
WBGene00014974	Y113G7B.t2		20214865	20214945
WBGene00014975	Y116A8A.10		16846025	16847457
WBGene00014976	Y116A8C.7		16928334	16929067
WBGene00014977	ZC15.4		20302135	20303443
WBGene00014978	ZC47.8		1277960	1278991
WBGene00014979	ZC47.11		1276249	1277360
WBGene00014980	ZC84.5		9206966	9207854
WBGene00014981	ZK218.9		17114540	17114887
WBGene00014983	ZK228.t1		18461827	18461898
WBGene00014984	ZK262.12		18406896	18408138
WBGene00014987	ZK637.6		8898622	8899530
WBGene00014989	ZK675.3	best-23	7904639	7907589
WBGene00014990	ZK678.t4		15748316	15748387
WBGene00014991	ZK829.12		11962538	11963855
WBGene00014992	ZK1025.1		11443452	11446644
WBGene00014993	ZK1037.2		15312982	15314230
WBGene00014994	ZK1225.7		13224430	13225473
WBGene00014996	ZK1251.5		9687049	9688392
WBGene00014997	AC7.3		5111839	5112917
WBGene00014998	AH9.1		2243602	2247008
WBGene00014999	AH9.3		2259150	2260526
WBGene00015000	AH9.4		2271025	2274337
WBGene00015001	B0025.4		6027194	6028370
WBGene00015002	B0034.1		5970105	5972658
WBGene00015003	B0034.2		5944196	5944368
WBGene00015004	B0034.4		5968079	5969058
WBGene00015005	B0034.5		5972856	5974966
WBGene00015006	B0041.1		4664499	4665331
WBGene00015007	B0041.2	ain-2	4653471	4660151
WBGene00015008	B0041.3	lmd-2	4644677	4645657
WBGene00015009	B0041.5		4648272	4650770
WBGene00015010	B0041.6	ptps-1	4652145	4652906
WBGene00015011	B0041.8		4647280	4648275
WBGene00015012	B0047.1	bath-20	2040368	2041629
WBGene00015013	B0047.2	btb-3	2043089	2044087
WBGene00015014	B0047.3	bath-24	2044619	2045601
WBGene00015015	B0047.4	math-1	2045963	2046656
WBGene00015016	B0047.5	bath-14	2048061	2049175
WBGene00015017	B0205.1		10713505	10718201
WBGene00015018	B0205.2	srz-85	10724161	10726136
WBGene00015019	B0205.4		10741368	10744445
WBGene00015020	B0205.5		10740218	10740590
WBGene00015021	B0205.6		10736697	10739911
WBGene00015022	B0205.8		10728959	10730287
WBGene00015023	B0205.9		10720813	10723496
WBGene00015024	B0205.10		10708363	10710376
WBGene00015025	B0205.11	mrpl-9	10732543	10733686
WBGene00015026	B0207.1		5965062	5967211
WBGene00015027	B0207.2		5955031	5956883
WBGene00015028	B0207.5		5919055	5935416
WBGene00015029	B0207.6		5935370	5936957
WBGene00015030	B0207.7		5945581	5947620
WBGene00015031	B0207.8		5951136	5951742
WBGene00015032	B0207.9		5957461	5958457
WBGene00015033	B0207.10		5959008	5959526
WBGene00015034	B0207.11		5962953	5964183
WBGene00015035	B0212.1	otpl-1	3568979	3577630
WBGene00015036	B0212.2	sre-5	3565201	3567814
WBGene00015037	B0212.3		3540136	3543603
WBGene00015038	B0212.4	nstp-6	3543628	3547600
WBGene00015040	B0213.10	cyp-34A5	3955766	3957715
WBGene00015041	B0213.11	cyp-34A6	3958160	3961358
WBGene00015042	B0213.12	cyp-34A7	3961760	3963815
WBGene00015043	B0213.14	cyp-34A8	3964779	3967880
WBGene00015044	B0213.15	cyp-34A9	3968134	3970514
WBGene00015045	B0213.16	cyp-34A10	3970712	3973001
WBGene00015046	B0213.17	nlp-34	3978836	3979134
WBGene00015047	B0218.1	faah-1	8159358	8162042
WBGene00015048	B0218.2	faah-2	8152445	8154857
WBGene00015049	B0218.5		8155211	8156587
WBGene00015050	B0218.6	clec-51	8161967	8163795
WBGene00015051	B0218.7		8164590	8166050
WBGene00015052	B0218.8	clec-52	8167164	8168813
WBGene00015053	B0222.1		9134255	9135347
WBGene00015054	B0222.2	pitr-2	9135656	9137718
WBGene00015055	B0222.3	pitr-3	9138946	9141397
WBGene00015056	B0222.5		9152321	9154872
WBGene00015057	B0222.9	gad-3	9168393	9173024
WBGene00015058	B0222.10		9158416	9159540
WBGene00015059	B0228.1		7755997	7756907
WBGene00015061	B0228.4	cpna-2	7724903	7752715
WBGene00015062	B0228.5	trx-1	7752637	7753607
WBGene00015063	B0228.6		7754147	7755156
WBGene00015064	B0228.7		7757190	7758922
WBGene00015065	B0228.8		7759710	7761540
WBGene00015066	B0228.9		7762062	7763669
WBGene00015067	B0238.1		5240768	5243136
WBGene00015068	B0238.3	srt-68	5250604	5252116
WBGene00015069	B0238.5	srt-67	5256142	5257458
WBGene00015070	B0238.6	srt-70	5258036	5259548
WBGene00015071	B0238.7		5260332	5263099
WBGene00015072	B0238.8	srt-69	5263951	5265776
WBGene00015073	B0238.9		5275554	5278101
WBGene00015074	B0238.10	natc-2	5274074	5275615
WBGene00015075	B0238.11		5269485	5270744
WBGene00015076	B0238.12		5267822	5268823
WBGene00015077	B0238.13		5243815	5248021
WBGene00015078	B0238.14	srt-66	5249037	5249873
WBGene00015079	B0244.4		5747485	5751637
WBGene00015080	B0244.5		5744870	5747195
WBGene00015081	B0244.6		5738008	5740471
WBGene00015082	B0244.7		5731501	5733177
WBGene00015083	B0244.8	egg-1	5728180	5730159
WBGene00015084	B0244.9		5730118	5731030
WBGene00015085	B0244.10		5735193	5737481
WBGene00015086	B0244.11		5767882	5768665
WBGene00015087	B0252.1		6919680	6923665
WBGene00015088	B0252.3		6902853	6907757
WBGene00015089	B0252.5		6917032	6918922
WBGene00015091	B0261.1		5263694	5268380
WBGene00015092	B0261.4	mrpl-47	5244283	5245402
WBGene00015093	B0261.5		5249772	5250618
WBGene00015094	B0261.6		5255447	5256945
WBGene00015095	B0261.7		5269545	5270941
WBGene00015096	B0261.8		5271265	5272037
WBGene00015097	B0273.1		5493992	5495252
WBGene00015098	B0273.3	snpc-3.1	5484046	5486258
WBGene00015099	B0280.1	ggtb-1	7133766	7136460
WBGene00015100	B0280.2		7124664	7128382
WBGene00015101	B0280.3	rpia-1	7123128	7124329
WBGene00015102	B0280.5	cpg-2	7102086	7103990
WBGene00015103	B0280.7		7110302	7111893
WBGene00015104	B0280.9		7120905	7122895
WBGene00015105	B0280.10	pot-1	7131880	7133678
WBGene00015106	B0280.11		7136510	7138278
WBGene00015107	B0280.13	viro-2	7128901	7132051
WBGene00015108	B0281.1		2313067	2314927
WBGene00015110	B0281.3		2307041	2308361
WBGene00015111	B0281.4		2297847	2298793
WBGene00015112	B0281.5		2299854	2300946
WBGene00015113	B0281.6		2301308	2302229
WBGene00015114	B0281.8		2311490	2312847
WBGene00015115	B0286.1		4375504	4386343
WBGene00015116	B0286.3	pacs-1	4369625	4372597
WBGene00015117	B0294.1		1896662	1897343
WBGene00015118	B0294.3		1892187	1893272
WBGene00015119	B0302.2		17178539	17178992
WBGene00015121	B0302.4		17176490	17176777
WBGene00015122	B0302.5		17193300	17195137
WBGene00015124	B0303.2	anmt-1	8684808	8686481
WBGene00015125	B0303.3		8686118	8688457
WBGene00015126	B0303.4		8689850	8693473
WBGene00015128	B0303.7		8693638	8699497
WBGene00015129	B0303.8	sdz-1	8699481	8700333
WBGene00015130	B0303.9	vps-33.1	8700927	8703341
WBGene00015131	B0303.11		8703300	8710410
WBGene00015132	B0303.14		8713993	8716184
WBGene00015133	B0303.15	mrpl-11	8717644	8718567
WBGene00015134	B0304.2		4523622	4524589
WBGene00015135	B0304.3	cyp-23A1	4512211	4516115
WBGene00015136	B0304.4		4522465	4523222
WBGene00015137	B0310.1		493211	497510
WBGene00015138	B0310.2		501965	506943
WBGene00015139	B0310.3		510818	520880
WBGene00015141	B0310.5	ugt-46	525929	530289
WBGene00015142	B0310.6		530551	531009
WBGene00015143	B0336.3	rbm-26	5711548	5714846
WBGene00015145	B0336.5	arle-14	5692896	5693938
WBGene00015146	B0336.6	abi-1	5690107	5692740
WBGene00015147	B0336.7		5694735	5697366
WBGene00015148	B0336.11	hpo-28	5706718	5709324
WBGene00015149	B0336.12		5710062	5710509
WBGene00015150	B0336.13		5694036	5694784
WBGene00015151	B0348.1		48922	49619
WBGene00015152	B0348.2		45310	46916
WBGene00015153	B0348.5		1663	6632
WBGene00015155	B0353.1		557518	576447
WBGene00015156	B0361.2		7293632	7308364
WBGene00015157	B0361.3		7281377	7283959
WBGene00015158	B0361.4		7259012	7268263
WBGene00015159	B0361.5	psd-1	7268414	7275396
WBGene00015160	B0361.6		7275502	7277274
WBGene00015161	B0361.7	pho-5	7283915	7285883
WBGene00015162	B0361.8	algn-11	7287848	7290562
WBGene00015163	B0361.9		7298348	7299600
WBGene00015164	B0361.10	ykt-6	7285983	7287603
WBGene00015165	B0361.11		7277604	7281217
WBGene00015167	B0403.3		7061203	7063330
WBGene00015168	B0403.4	pdi-6	7066345	7068563
WBGene00015169	B0403.5		7057731	7061190
WBGene00015170	B0410.1		2894573	2895244
WBGene00015171	B0410.2	vang-1	2885863	2890625
WBGene00015172	B0410.3		2890612	2891491
WBGene00015173	B0412.3	trpp-11	795136	809439
WBGene00015175	B0414.1	srz-4	5801872	5803266
WBGene00015176	B0414.8	vps-51	5803959	5807291
WBGene00015177	B0416.1	tmc-2	9303724	9310439
WBGene00015178	B0416.2		9299147	9300131
WBGene00015179	B0416.3		9291651	9293366
WBGene00015180	B0416.4		9278953	9279947
WBGene00015181	B0416.5		9268626	9270855
WBGene00015182	B0416.7		9296947	9297934
WBGene00015183	B0432.1		297399	299735
WBGene00015184	B0432.2	djr-1.1	290582	291861
WBGene00015185	B0432.3	mrpl-41	288939	290391
WBGene00015186	B0432.4	misc-1	286625	288850
WBGene00015188	B0432.7		266301	273966
WBGene00015189	B0432.8		276212	278736
WBGene00015190	B0432.9		282576	283694
WBGene00015191	B0432.10		283887	286275
WBGene00015192	B0432.11		293864	294706
WBGene00015193	B0432.12	clec-117	296291	297010
WBGene00015194	B0432.13	trul-1	278621	282576
WBGene00015196	B0454.5		3038859	3040822
WBGene00015197	B0454.6		3032780	3036122
WBGene00015198	B0454.7	clec-2	3020561	3023431
WBGene00015199	B0454.8		3040943	3043406
WBGene00015200	B0454.9	lido-13	3052597	3054348
WBGene00015202	B0478.3		6963716	6964654
WBGene00015203	B0495.2	cdk-11.1	7699254	7702012
WBGene00015204	B0495.5		7695935	7698506
WBGene00015205	B0495.6	moa-2	7698613	7699046
WBGene00015206	B0495.7		7701948	7705276
WBGene00015207	B0495.8		7705536	7707483
WBGene00015208	B0495.9		7707586	7708725
WBGene00015210	B0496.1		7446390	7447466
WBGene00015211	B0496.2		7447856	7449169
WBGene00015214	B0496.5	srtx-1	7420958	7422671
WBGene00015215	B0496.6		7419118	7419971
WBGene00015216	B0496.7	valv-1	7444639	7445432
WBGene00015217	B0496.8	tes-1	7449067	7451445
WBGene00015218	B0507.1		8776570	8779318
WBGene00015219	B0507.2		8774332	8776630
WBGene00015220	B0507.3		8768909	8770876
WBGene00015221	B0507.4		8754970	8755759
WBGene00015222	B0507.5		8753695	8754873
WBGene00015223	B0507.6		8746158	8750177
WBGene00015224	B0507.7		8757489	8758718
WBGene00015225	B0507.8		8760687	8763194
WBGene00015226	B0507.9		8764888	8766038
WBGene00015227	B0507.10	ddn-1	8758820	8760516
WBGene00015228	B0511.2		10651030	10653043
WBGene00015229	B0511.3	fbxa-125	10646762	10647777
WBGene00015230	B0511.4	tag-344	10644245	10645617
WBGene00015231	B0511.5	cutl-14	10628712	10631674
WBGene00015232	B0511.6		10625388	10628387
WBGene00015233	B0511.7		10631665	10633150
WBGene00015235	B0511.9	cdc-26	10639079	10640230
WBGene00015236	B0511.11		10648606	10654179
WBGene00015237	B0511.12		10654298	10666933
WBGene00015238	B0511.13	mppe-1	10634572	10636028
WBGene00015241	B0524.2		1894057	1899856
WBGene00015242	B0524.3		1887558	1889691
WBGene00015243	B0524.4		1883607	1886218
WBGene00015244	B0524.5		1891383	1893842
WBGene00015245	B0524.6		1901835	1905640
WBGene00015246	B0545.3	scl-23	86890	90082
WBGene00015247	B0545.4		108971	112054
WBGene00015248	B0546.1	mai-2	3385903	3386904
WBGene00015249	B0546.2	otub-4	3373387	3378130
WBGene00015250	B0546.3		3379020	3382841
WBGene00015251	B0546.4		3382949	3384147
WBGene00015252	B0546.5		3388050	3390087
WBGene00015253	B0547.2		5646002	5646233
WBGene00015254	B0554.1		438401	438674
WBGene00015255	B0554.2		434198	436726
WBGene00015257	B0554.4		429144	433574
WBGene00015258	B0554.5		424440	426560
WBGene00015259	B0554.6	dod-20	422498	424064
WBGene00015260	B0554.7		437576	441023
WBGene00015261	B0563.1		9171562	9172204
WBGene00015262	B0563.5		9146174	9147526
WBGene00015263	B0563.6		9137927	9145656
WBGene00015264	B0563.7		9152493	9154184
WBGene00015265	B0563.8		9173685	9174490
WBGene00015266	BE0003N10.1		1037492	1046261
WBGene00015267	BE0003N10.2	chin-1	1031324	1037212
WBGene00015268	BE0003N10.3		1045809	1053246
WBGene00015269	C01B4.2		2516553	2517308
WBGene00015270	C01B4.6		2501051	2502426
WBGene00015271	C01B4.7		2494235	2499001
WBGene00015272	C01B4.8		2490512	2492701
WBGene00015273	C01B4.9	mct-2	2483004	2494791
WBGene00015277	C01B7.7		8821866	8822558
WBGene00015278	C01B10.3		6619468	6621352
WBGene00015279	C01B10.4		6628366	6631745
WBGene00015280	C01B10.6		6640161	6645352
WBGene00015281	C01B10.7		6638556	6639271
WBGene00015282	C01B10.8		6635039	6638155
WBGene00015283	C01B10.9		6632222	6634986
WBGene00015284	C01B10.10		6624528	6627992
WBGene00015285	C01B12.2	gmeb-1	19538	22169
WBGene00015286	C01B12.3	best-3	12985	16001
WBGene00015287	C01B12.4	osta-1	6664	9486
WBGene00015288	C01B12.5	best-4	9485	11846
WBGene00015291	C01B12.8		24666	25446
WBGene00015292	C01C4.2		3716314	3718566
WBGene00015293	C01C4.3		3706551	3713382
WBGene00015294	C01C10.2		7435602	7438000
WBGene00015295	C01C10.3	acl-12	7439396	7442577
WBGene00015296	C01F1.1	gtf-2F1	4301607	4305287
WBGene00015297	C01F1.2	sco-1	4299653	4300919
WBGene00015298	C01F1.3		4295101	4299006
WBGene00015299	C01F1.4		4276209	4279268
WBGene00015300	C01F1.5		4279424	4281967
WBGene00015301	C01F1.6		4282321	4288211
WBGene00015303	C01F4.2	rga-6	4850682	4867825
WBGene00015305	C01G5.3		6536179	6537671
WBGene00015306	C01G5.4		6531750	6535677
WBGene00015307	C01G5.5		6524610	6526524
